CustomerID	AccountNumber	CustomerType	JSON_ARRAYAGG(
297	AW00000297	S	[{"TotalDue": 36684.7067, "OrderDate": "2004-03-01 00:00:00.000000", "SalesOrderID": 65220}, {"TotalDue": 35499.8896, "OrderDate": "2003-12-01 00:00:00.000000", "SalesOrderID": 58924}, {"TotalDue": 42013.4209, "OrderDate": "2004-06-01 00:00:00.000000", "SalesOrderID": 71802}, {"TotalDue": 39985.7371, "OrderDate": "2003-09-01 00:00:00.000000", "SalesOrderID": 53474}]
299	AW00000299	S	[{"TotalDue": 58483.7218, "OrderDate": "2002-10-01 00:00:00.000000", "SalesOrderID": 47668}, {"TotalDue": 38884.281, "OrderDate": "2003-01-01 00:00:00.000000", "SalesOrderID": 48761}, {"TotalDue": 42997.4599, "OrderDate": "2003-10-01 00:00:00.000000", "SalesOrderID": 55243}, {"TotalDue": 52038.4831, "OrderDate": "2003-04-01 00:00:00.000000", "SalesOrderID": 49827}, {"TotalDue": 65925.6429, "OrderDate": "2003-07-01 00:00:00.000000", "SalesOrderID": 51092}, {"TotalDue": 96371.5676, "OrderDate": "2002-07-01 00:00:00.000000", "SalesOrderID": 46614}, {"TotalDue": 29797.1818, "OrderDate": "2004-01-01 00:00:00.000000", "SalesOrderID": 61204}, {"TotalDue": 46838.3143, "OrderDate": "2004-04-01 00:00:00.000000", "SalesOrderID": 67268}]
300	AW00000300	S	[{"TotalDue": 5937.6706, "OrderDate": "2002-09-01 00:00:00.000000", "SalesOrderID": 47389}, {"TotalDue": 4664.4454, "OrderDate": "2002-12-01 00:00:00.000000", "SalesOrderID": 48331}, {"TotalDue": 1827.6955, "OrderDate": "2003-03-01 00:00:00.000000", "SalesOrderID": 49508}, {"TotalDue": 2513.7509, "OrderDate": "2003-06-01 00:00:00.000000", "SalesOrderID": 50680}]
301	AW00000301	S	[{"TotalDue": 16472.7512, "OrderDate": "2003-05-01 00:00:00.000000", "SalesOrderID": 50220}, {"TotalDue": 20387.7479, "OrderDate": "2002-08-01 00:00:00.000000", "SalesOrderID": 46983}, {"TotalDue": 19311.3521, "OrderDate": "2002-11-01 00:00:00.000000", "SalesOrderID": 48006}, {"TotalDue": 14327.7775, "OrderDate": "2003-02-01 00:00:00.000000", "SalesOrderID": 49126}, {"TotalDue": 8733.6971, "OrderDate": "2003-08-01 00:00:00.000000", "SalesOrderID": 51737}, {"TotalDue": 15581.804, "OrderDate": "2004-05-01 00:00:00.000000", "SalesOrderID": 69430}, {"TotalDue": 13500.9023, "OrderDate": "2004-02-01 00:00:00.000000", "SalesOrderID": 63195}, {"TotalDue": 9969.9214, "OrderDate": "2003-11-01 00:00:00.000000", "SalesOrderID": 57053}]
302	AW00000302	S	[{"TotalDue": 85340.2909, "OrderDate": "2004-04-01 00:00:00.000000", "SalesOrderID": 67278}, {"TotalDue": 49337.6092, "OrderDate": "2004-01-01 00:00:00.000000", "SalesOrderID": 61190}, {"TotalDue": 101012.3807, "OrderDate": "2003-07-01 00:00:00.000000", "SalesOrderID": 51109}, {"TotalDue": 140521.5049, "OrderDate": "2003-10-01 00:00:00.000000", "SalesOrderID": 55254}]
303	AW00000303	S	[{"TotalDue": 2606.3452, "OrderDate": "2003-09-01 00:00:00.000000", "SalesOrderID": 53498}, {"TotalDue": 1365.3351, "OrderDate": "2003-12-01 00:00:00.000000", "SalesOrderID": 59001}, {"TotalDue": 590.6137, "OrderDate": "2004-03-01 00:00:00.000000", "SalesOrderID": 65222}, {"TotalDue": 8206.8759, "OrderDate": "2004-06-01 00:00:00.000000", "SalesOrderID": 71876}]
304	AW00000304	S	[{"TotalDue": 45.1995, "OrderDate": "2004-06-01 00:00:00.000000", "SalesOrderID": 71917}, {"TotalDue": 25.8283, "OrderDate": "2003-09-01 00:00:00.000000", "SalesOrderID": 53450}]
305	AW00000305	S	[{"TotalDue": 1771.841, "OrderDate": "2003-10-01 00:00:00.000000", "SalesOrderID": 55329}, {"TotalDue": 3307.4633, "OrderDate": "2003-07-01 00:00:00.000000", "SalesOrderID": 51119}, {"TotalDue": 820.8972, "OrderDate": "2004-01-01 00:00:00.000000", "SalesOrderID": 61191}, {"TotalDue": 1093.5347, "OrderDate": "2004-04-01 00:00:00.000000", "SalesOrderID": 67350}]
306	AW00000306	S	[{"TotalDue": 52077.7118, "OrderDate": "2004-03-01 00:00:00.000000", "SalesOrderID": 65178}, {"TotalDue": 45710.183, "OrderDate": "2003-12-01 00:00:00.000000", "SalesOrderID": 58921}, {"TotalDue": 40048.6323, "OrderDate": "2004-06-01 00:00:00.000000", "SalesOrderID": 71798}, {"TotalDue": 51361.5884, "OrderDate": "2003-09-01 00:00:00.000000", "SalesOrderID": 53471}, {"TotalDue": 622.9468, "OrderDate": "2003-03-01 00:00:00.000000", "SalesOrderID": 49455}, {"TotalDue": 622.9468, "OrderDate": "2003-06-01 00:00:00.000000", "SalesOrderID": 50714}, {"TotalDue": 250.6771, "OrderDate": "2002-09-01 00:00:00.000000", "SalesOrderID": 47364}, {"TotalDue": 795.9481, "OrderDate": "2002-12-01 00:00:00.000000", "SalesOrderID": 48305}]
307	AW00000307	S	[{"TotalDue": 3493.6898, "OrderDate": "2003-08-01 00:00:00.000000", "SalesOrderID": 51800}, {"TotalDue": 5829.5743, "OrderDate": "2003-11-01 00:00:00.000000", "SalesOrderID": 57111}, {"TotalDue": 351.8923, "OrderDate": "2004-05-01 00:00:00.000000", "SalesOrderID": 69423}, {"TotalDue": 3903.1396, "OrderDate": "2004-02-01 00:00:00.000000", "SalesOrderID": 63159}]
308	AW00000308	S	[{"TotalDue": 62073.388, "OrderDate": "2003-12-01 00:00:00.000000", "SalesOrderID": 59031}, {"TotalDue": 50768.464, "OrderDate": "2004-03-01 00:00:00.000000", "SalesOrderID": 65278}, {"TotalDue": 99969.3418, "OrderDate": "2003-09-01 00:00:00.000000", "SalesOrderID": 53605}, {"TotalDue": 77001.3358, "OrderDate": "2004-06-01 00:00:00.000000", "SalesOrderID": 71904}]
309	AW00000309	S	[{"TotalDue": 46438.923, "OrderDate": "2004-05-01 00:00:00.000000", "SalesOrderID": 69528}, {"TotalDue": 60852.9602, "OrderDate": "2004-02-01 00:00:00.000000", "SalesOrderID": 63252}, {"TotalDue": 44860.0993, "OrderDate": "2003-11-01 00:00:00.000000", "SalesOrderID": 57137}, {"TotalDue": 58188.0496, "OrderDate": "2003-08-01 00:00:00.000000", "SalesOrderID": 51809}, {"TotalDue": 43677.0115, "OrderDate": "2001-08-01 00:00:00.000000", "SalesOrderID": 43906}, {"TotalDue": 40531.2466, "OrderDate": "2001-11-01 00:00:00.000000", "SalesOrderID": 44556}, {"TotalDue": 67777.0869, "OrderDate": "2002-02-01 00:00:00.000000", "SalesOrderID": 45334}, {"TotalDue": 88333.0264, "OrderDate": "2002-11-01 00:00:00.000000", "SalesOrderID": 48069}, {"TotalDue": 83134.9746, "OrderDate": "2003-02-01 00:00:00.000000", "SalesOrderID": 49151}, {"TotalDue": 93188.9611, "OrderDate": "2003-05-01 00:00:00.000000", "SalesOrderID": 50310}, {"TotalDue": 99077.4348, "OrderDate": "2002-05-01 00:00:00.000000", "SalesOrderID": 46094}, {"TotalDue": 95717.9547, "OrderDate": "2002-08-01 00:00:00.000000", "SalesOrderID": 47045}]
310	AW00000310	S	[{"TotalDue": 7607.902, "OrderDate": "2002-08-01 00:00:00.000000", "SalesOrderID": 46979}, {"TotalDue": 2936.0032, "OrderDate": "2003-08-01 00:00:00.000000", "SalesOrderID": 51731}, {"TotalDue": 537.1931, "OrderDate": "2003-05-01 00:00:00.000000", "SalesOrderID": 50219}, {"TotalDue": 289.9922, "OrderDate": "2002-11-01 00:00:00.000000", "SalesOrderID": 48003}, {"TotalDue": 492.9289, "OrderDate": "2003-11-01 00:00:00.000000", "SalesOrderID": 57052}, {"TotalDue": 194.9402, "OrderDate": "2004-02-01 00:00:00.000000", "SalesOrderID": 63205}, {"TotalDue": 873.0497, "OrderDate": "2004-05-01 00:00:00.000000", "SalesOrderID": 69424}]
311	AW00000311	S	[{"TotalDue": 25655.9478, "OrderDate": "2004-03-01 00:00:00.000000", "SalesOrderID": 65167}, {"TotalDue": 28314.063, "OrderDate": "2003-12-01 00:00:00.000000", "SalesOrderID": 58982}, {"TotalDue": 25746.163, "OrderDate": "2004-06-01 00:00:00.000000", "SalesOrderID": 71849}, {"TotalDue": 1051.2336, "OrderDate": "2002-09-01 00:00:00.000000", "SalesOrderID": 47360}, {"TotalDue": 442.175, "OrderDate": "2002-12-01 00:00:00.000000", "SalesOrderID": 48302}, {"TotalDue": 27505.5844, "OrderDate": "2003-09-01 00:00:00.000000", "SalesOrderID": 53538}, {"TotalDue": 2445.2835, "OrderDate": "2003-03-01 00:00:00.000000", "SalesOrderID": 49478}, {"TotalDue": 3604.4917, "OrderDate": "2003-06-01 00:00:00.000000", "SalesOrderID": 50717}]
312	AW00000312	S	[{"TotalDue": 39671.0291, "OrderDate": "2003-05-01 00:00:00.000000", "SalesOrderID": 50294}, {"TotalDue": 54383.6224, "OrderDate": "2002-11-01 00:00:00.000000", "SalesOrderID": 48049}, {"TotalDue": 41252.3089, "OrderDate": "2003-02-01 00:00:00.000000", "SalesOrderID": 49132}, {"TotalDue": 61665.4736, "OrderDate": "2002-05-01 00:00:00.000000", "SalesOrderID": 46082}, {"TotalDue": 52954.628, "OrderDate": "2002-08-01 00:00:00.000000", "SalesOrderID": 47028}, {"TotalDue": 67859.861, "OrderDate": "2001-08-01 00:00:00.000000", "SalesOrderID": 43897}, {"TotalDue": 27847.0648, "OrderDate": "2001-11-01 00:00:00.000000", "SalesOrderID": 44544}, {"TotalDue": 81113.5594, "OrderDate": "2002-02-01 00:00:00.000000", "SalesOrderID": 45321}, {"TotalDue": 61196.451, "OrderDate": "2003-08-01 00:00:00.000000", "SalesOrderID": 51845}, {"TotalDue": 41366.2565, "OrderDate": "2003-11-01 00:00:00.000000", "SalesOrderID": 57144}, {"TotalDue": 50942.151, "OrderDate": "2004-02-01 00:00:00.000000", "SalesOrderID": 63283}, {"TotalDue": 72499.2296, "OrderDate": "2004-05-01 00:00:00.000000", "SalesOrderID": 69532}]
313	AW00000313	S	[{"TotalDue": 4879.9411, "OrderDate": "2004-05-01 00:00:00.000000", "SalesOrderID": 69514}, {"TotalDue": 6528.7809, "OrderDate": "2003-08-01 00:00:00.000000", "SalesOrderID": 51844}, {"TotalDue": 2272.3819, "OrderDate": "2002-05-01 00:00:00.000000", "SalesOrderID": 46084}, {"TotalDue": 7329.1719, "OrderDate": "2002-08-01 00:00:00.000000", "SalesOrderID": 47032}, {"TotalDue": 3737.681, "OrderDate": "2003-05-01 00:00:00.000000", "SalesOrderID": 50296}, {"TotalDue": 3737.681, "OrderDate": "2002-11-01 00:00:00.000000", "SalesOrderID": 48054}, {"TotalDue": 3114.7342, "OrderDate": "2003-02-01 00:00:00.000000", "SalesOrderID": 49137}, {"TotalDue": 2319.9536, "OrderDate": "2001-11-01 00:00:00.000000", "SalesOrderID": 44546}, {"TotalDue": 3432.3588, "OrderDate": "2002-02-01 00:00:00.000000", "SalesOrderID": 45325}, {"TotalDue": 4124.4936, "OrderDate": "2004-02-01 00:00:00.000000", "SalesOrderID": 63271}, {"TotalDue": 1039.4274, "OrderDate": "2003-11-01 00:00:00.000000", "SalesOrderID": 57142}]
314	AW00000314	S	[{"TotalDue": 984.7764, "OrderDate": "2002-06-01 00:00:00.000000", "SalesOrderID": 46329}]
315	AW00000315	S	[{"TotalDue": 42719.9192, "OrderDate": "2002-04-01 00:00:00.000000", "SalesOrderID": 45815}, {"TotalDue": 37231.7808, "OrderDate": "2002-07-01 00:00:00.000000", "SalesOrderID": 46673}, {"TotalDue": 27325.6232, "OrderDate": "2001-07-01 00:00:00.000000", "SalesOrderID": 43694}, {"TotalDue": 45427.4656, "OrderDate": "2001-10-01 00:00:00.000000", "SalesOrderID": 44319}, {"TotalDue": 10821.0811, "OrderDate": "2002-01-01 00:00:00.000000", "SalesOrderID": 45076}, {"TotalDue": 51117.1205, "OrderDate": "2003-04-01 00:00:00.000000", "SalesOrderID": 49869}, {"TotalDue": 37799.1156, "OrderDate": "2002-10-01 00:00:00.000000", "SalesOrderID": 47726}, {"TotalDue": 28705.9211, "OrderDate": "2003-01-01 00:00:00.000000", "SalesOrderID": 48760}]
316	AW00000316	S	[{"TotalDue": 991.3553, "OrderDate": "2003-08-01 00:00:00.000000", "SalesOrderID": 51757}, {"TotalDue": 7856.5497, "OrderDate": "2003-11-01 00:00:00.000000", "SalesOrderID": 57073}, {"TotalDue": 2228.0566, "OrderDate": "2004-05-01 00:00:00.000000", "SalesOrderID": 69446}, {"TotalDue": 3752.3287, "OrderDate": "2004-02-01 00:00:00.000000", "SalesOrderID": 63236}]
317	AW00000317	S	[{"TotalDue": 33645.5998, "OrderDate": "2004-02-01 00:00:00.000000", "SalesOrderID": 63174}, {"TotalDue": 38307.7944, "OrderDate": "2003-11-01 00:00:00.000000", "SalesOrderID": 57161}, {"TotalDue": 34789.4071, "OrderDate": "2004-05-01 00:00:00.000000", "SalesOrderID": 69542}, {"TotalDue": 58442.1934, "OrderDate": "2003-08-01 00:00:00.000000", "SalesOrderID": 51772}, {"TotalDue": 27871.7972, "OrderDate": "2002-11-01 00:00:00.000000", "SalesOrderID": 48037}, {"TotalDue": 31440.937, "OrderDate": "2003-02-01 00:00:00.000000", "SalesOrderID": 49070}, {"TotalDue": 22997.7327, "OrderDate": "2001-08-01 00:00:00.000000", "SalesOrderID": 43886}, {"TotalDue": 25829.7639, "OrderDate": "2001-11-01 00:00:00.000000", "SalesOrderID": 44533}, {"TotalDue": 22274.9762, "OrderDate": "2002-02-01 00:00:00.000000", "SalesOrderID": 45313}, {"TotalDue": 27612.7119, "OrderDate": "2002-05-01 00:00:00.000000", "SalesOrderID": 46071}, {"TotalDue": 28482.3967, "OrderDate": "2002-08-01 00:00:00.000000", "SalesOrderID": 47013}, {"TotalDue": 34787.6337, "OrderDate": "2003-05-01 00:00:00.000000", "SalesOrderID": 50246}]
318	AW00000318	S	[{"TotalDue": 1252.2928, "OrderDate": "2001-08-01 00:00:00.000000", "SalesOrderID": 43846}, {"TotalDue": 806.8796, "OrderDate": "2001-11-01 00:00:00.000000", "SalesOrderID": 44486}, {"TotalDue": 1112.405, "OrderDate": "2002-02-01 00:00:00.000000", "SalesOrderID": 45268}, {"TotalDue": 2881.3959, "OrderDate": "2002-05-01 00:00:00.000000", "SalesOrderID": 46031}]
319	AW00000319	S	[{"TotalDue": 34673.8794, "OrderDate": "2003-09-01 00:00:00.000000", "SalesOrderID": 53525}, {"TotalDue": 18464.0303, "OrderDate": "2003-12-01 00:00:00.000000", "SalesOrderID": 58968}, {"TotalDue": 22673.7169, "OrderDate": "2004-03-01 00:00:00.000000", "SalesOrderID": 65286}, {"TotalDue": 15165.2291, "OrderDate": "2004-06-01 00:00:00.000000", "SalesOrderID": 71838}]
320	AW00000320	S	[{"TotalDue": 98414.9836, "OrderDate": "2003-07-01 00:00:00.000000", "SalesOrderID": 51169}, {"TotalDue": 63025.7975, "OrderDate": "2003-10-01 00:00:00.000000", "SalesOrderID": 55309}, {"TotalDue": 75772.2689, "OrderDate": "2004-04-01 00:00:00.000000", "SalesOrderID": 67324}, {"TotalDue": 39103.0367, "OrderDate": "2004-01-01 00:00:00.000000", "SalesOrderID": 61263}]
321	AW00000321	S	[{"TotalDue": 1943.9293, "OrderDate": "2003-11-01 00:00:00.000000", "SalesOrderID": 57189}, {"TotalDue": 1943.9293, "OrderDate": "2004-02-01 00:00:00.000000", "SalesOrderID": 63292}, {"TotalDue": 486.3925, "OrderDate": "2003-08-01 00:00:00.000000", "SalesOrderID": 51872}]
322	AW00000322	S	[{"TotalDue": 738.883, "OrderDate": "2003-09-01 00:00:00.000000", "SalesOrderID": 53511}, {"TotalDue": 218.2905, "OrderDate": "2003-03-01 00:00:00.000000", "SalesOrderID": 49461}, {"TotalDue": 1957.6983, "OrderDate": "2003-06-01 00:00:00.000000", "SalesOrderID": 50686}, {"TotalDue": 12849.8182, "OrderDate": "2002-09-01 00:00:00.000000", "SalesOrderID": 47402}, {"TotalDue": 3424.243, "OrderDate": "2002-12-01 00:00:00.000000", "SalesOrderID": 48399}, {"TotalDue": 2228.0566, "OrderDate": "2004-06-01 00:00:00.000000", "SalesOrderID": 71831}, {"TotalDue": 150.8109, "OrderDate": "2004-03-01 00:00:00.000000", "SalesOrderID": 65254}, {"TotalDue": 7655.4684, "OrderDate": "2003-12-01 00:00:00.000000", "SalesOrderID": 58960}]
323	AW00000323	S	[{"TotalDue": 449.506, "OrderDate": "2004-02-01 00:00:00.000000", "SalesOrderID": 63286}, {"TotalDue": 1073.1821, "OrderDate": "2003-11-01 00:00:00.000000", "SalesOrderID": 57129}, {"TotalDue": 1003.2435, "OrderDate": "2003-02-01 00:00:00.000000", "SalesOrderID": 49135}, {"TotalDue": 385.9953, "OrderDate": "2003-05-01 00:00:00.000000", "SalesOrderID": 50285}, {"TotalDue": 5477.6822, "OrderDate": "2003-08-01 00:00:00.000000", "SalesOrderID": 51862}, {"TotalDue": 3377.9018, "OrderDate": "2002-08-01 00:00:00.000000", "SalesOrderID": 47030}, {"TotalDue": 50.771, "OrderDate": "2004-05-01 00:00:00.000000", "SalesOrderID": 69547}]
325	AW00000325	S	[{"TotalDue": 201.0813, "OrderDate": "2004-01-01 00:00:00.000000", "SalesOrderID": 61256}, {"TotalDue": 351.8923, "OrderDate": "2004-04-01 00:00:00.000000", "SalesOrderID": 67337}, {"TotalDue": 1439.1577, "OrderDate": "2002-07-01 00:00:00.000000", "SalesOrderID": 46646}, {"TotalDue": 348.1734, "OrderDate": "2003-04-01 00:00:00.000000", "SalesOrderID": 49847}, {"TotalDue": 136.4316, "OrderDate": "2002-10-01 00:00:00.000000", "SalesOrderID": 47695}, {"TotalDue": 54.5727, "OrderDate": "2003-01-01 00:00:00.000000", "SalesOrderID": 48742}, {"TotalDue": 906.2285, "OrderDate": "2003-07-01 00:00:00.000000", "SalesOrderID": 51164}, {"TotalDue": 301.6219, "OrderDate": "2003-10-01 00:00:00.000000", "SalesOrderID": 55273}]
326	AW00000326	S	[{"TotalDue": 68241.6016, "OrderDate": "2002-05-01 00:00:00.000000", "SalesOrderID": 46098}, {"TotalDue": 27.9653, "OrderDate": "2002-08-01 00:00:00.000000", "SalesOrderID": 47051}, {"TotalDue": 3260.525, "OrderDate": "2002-11-01 00:00:00.000000", "SalesOrderID": 48078}, {"TotalDue": 33994.2813, "OrderDate": "2001-08-01 00:00:00.000000", "SalesOrderID": 43909}, {"TotalDue": 55934.1418, "OrderDate": "2001-11-01 00:00:00.000000", "SalesOrderID": 44561}, {"TotalDue": 36318.8933, "OrderDate": "2002-02-01 00:00:00.000000", "SalesOrderID": 45336}]
327	AW00000327	S	[{"TotalDue": 43339.5329, "OrderDate": "2003-03-01 00:00:00.000000", "SalesOrderID": 49499}, {"TotalDue": 50854.6527, "OrderDate": "2003-06-01 00:00:00.000000", "SalesOrderID": 50675}, {"TotalDue": 58460.1926, "OrderDate": "2003-09-01 00:00:00.000000", "SalesOrderID": 53480}, {"TotalDue": 52193.8901, "OrderDate": "2002-09-01 00:00:00.000000", "SalesOrderID": 47378}, {"TotalDue": 41386.0699, "OrderDate": "2002-12-01 00:00:00.000000", "SalesOrderID": 48318}, {"TotalDue": 43964.9721, "OrderDate": "2004-06-01 00:00:00.000000", "SalesOrderID": 71803}, {"TotalDue": 47250.6593, "OrderDate": "2003-12-01 00:00:00.000000", "SalesOrderID": 58928}, {"TotalDue": 31966.9507, "OrderDate": "2004-03-01 00:00:00.000000", "SalesOrderID": 65221}]
328	AW00000328	S	[{"TotalDue": 101254.8184, "OrderDate": "2003-11-01 00:00:00.000000", "SalesOrderID": 57034}, {"TotalDue": 97084.1719, "OrderDate": "2004-02-01 00:00:00.000000", "SalesOrderID": 63201}, {"TotalDue": 80838.9806, "OrderDate": "2004-05-01 00:00:00.000000", "SalesOrderID": 69412}, {"TotalDue": 133056.7092, "OrderDate": "2002-11-01 00:00:00.000000", "SalesOrderID": 47990}, {"TotalDue": 104178.2852, "OrderDate": "2003-02-01 00:00:00.000000", "SalesOrderID": 49099}, {"TotalDue": 125708.1989, "OrderDate": "2003-05-01 00:00:00.000000", "SalesOrderID": 50208}, {"TotalDue": 17517.8256, "OrderDate": "2001-08-01 00:00:00.000000", "SalesOrderID": 43865}, {"TotalDue": 57889.0785, "OrderDate": "2001-11-01 00:00:00.000000", "SalesOrderID": 44509}, {"TotalDue": 72330.2934, "OrderDate": "2002-02-01 00:00:00.000000", "SalesOrderID": 45291}, {"TotalDue": 104603.6448, "OrderDate": "2003-08-01 00:00:00.000000", "SalesOrderID": 51714}, {"TotalDue": 73975.8922, "OrderDate": "2002-05-01 00:00:00.000000", "SalesOrderID": 46049}, {"TotalDue": 116001.1278, "OrderDate": "2002-08-01 00:00:00.000000", "SalesOrderID": 46964}]
330	AW00000330	S	[{"TotalDue": 1159.9768, "OrderDate": "2002-03-01 00:00:00.000000", "SalesOrderID": 45566}, {"TotalDue": 486.3925, "OrderDate": "2002-06-01 00:00:00.000000", "SalesOrderID": 46375}, {"TotalDue": 275.7448, "OrderDate": "2003-03-01 00:00:00.000000", "SalesOrderID": 49535}, {"TotalDue": 1943.9293, "OrderDate": "2003-06-01 00:00:00.000000", "SalesOrderID": 50729}, {"TotalDue": 291.968, "OrderDate": "2002-09-01 00:00:00.000000", "SalesOrderID": 47437}, {"TotalDue": 1868.8406, "OrderDate": "2002-12-01 00:00:00.000000", "SalesOrderID": 48376}, {"TotalDue": 1112.405, "OrderDate": "2001-12-01 00:00:00.000000", "SalesOrderID": 44790}]
331	AW00000331	S	[{"TotalDue": 60592.7882, "OrderDate": "2003-10-01 00:00:00.000000", "SalesOrderID": 55256}, {"TotalDue": 76617.9048, "OrderDate": "2003-07-01 00:00:00.000000", "SalesOrderID": 51106}, {"TotalDue": 56036.013, "OrderDate": "2004-04-01 00:00:00.000000", "SalesOrderID": 67279}, {"TotalDue": 65187.1827, "OrderDate": "2004-01-01 00:00:00.000000", "SalesOrderID": 61188}]
334	AW00000334	S	[{"TotalDue": 891.4618, "OrderDate": "2004-05-01 00:00:00.000000", "SalesOrderID": 69469}, {"TotalDue": 1943.9293, "OrderDate": "2003-11-01 00:00:00.000000", "SalesOrderID": 57095}, {"TotalDue": 218.6957, "OrderDate": "2004-02-01 00:00:00.000000", "SalesOrderID": 63122}, {"TotalDue": 891.4618, "OrderDate": "2003-08-01 00:00:00.000000", "SalesOrderID": 51692}, {"TotalDue": 989.006, "OrderDate": "2003-05-01 00:00:00.000000", "SalesOrderID": 50190}, {"TotalDue": 911.8256, "OrderDate": "2002-08-01 00:00:00.000000", "SalesOrderID": 46935}, {"TotalDue": 3475.389, "OrderDate": "2002-11-01 00:00:00.000000", "SalesOrderID": 47964}, {"TotalDue": 2425.5162, "OrderDate": "2003-02-01 00:00:00.000000", "SalesOrderID": 49042}]
335	AW00000335	S	[{"TotalDue": 1793.9804, "OrderDate": "2002-11-01 00:00:00.000000", "SalesOrderID": 48025}, {"TotalDue": 81.8589, "OrderDate": "2003-02-01 00:00:00.000000", "SalesOrderID": 49120}, {"TotalDue": 5109.0781, "OrderDate": "2003-05-01 00:00:00.000000", "SalesOrderID": 50233}, {"TotalDue": 2685.142, "OrderDate": "2001-08-01 00:00:00.000000", "SalesOrderID": 43882}, {"TotalDue": 8122.4997, "OrderDate": "2001-11-01 00:00:00.000000", "SalesOrderID": 44527}, {"TotalDue": 18855.6643, "OrderDate": "2002-02-01 00:00:00.000000", "SalesOrderID": 45310}, {"TotalDue": 43.0437, "OrderDate": "2003-08-01 00:00:00.000000", "SalesOrderID": 51756}, {"TotalDue": 16130.7422, "OrderDate": "2002-05-01 00:00:00.000000", "SalesOrderID": 46065}, {"TotalDue": 7833.8231, "OrderDate": "2002-08-01 00:00:00.000000", "SalesOrderID": 47000}]
336	AW00000336	S	[{"TotalDue": 29350.6907, "OrderDate": "2002-05-01 00:00:00.000000", "SalesOrderID": 46064}, {"TotalDue": 78065.475, "OrderDate": "2002-08-01 00:00:00.000000", "SalesOrderID": 46997}, {"TotalDue": 20559.1571, "OrderDate": "2001-08-01 00:00:00.000000", "SalesOrderID": 43880}, {"TotalDue": 21920.4185, "OrderDate": "2001-11-01 00:00:00.000000", "SalesOrderID": 44526}, {"TotalDue": 8125.3795, "OrderDate": "2002-02-01 00:00:00.000000", "SalesOrderID": 45306}, {"TotalDue": 41774.4249, "OrderDate": "2002-11-01 00:00:00.000000", "SalesOrderID": 48023}, {"TotalDue": 20088.1284, "OrderDate": "2003-02-01 00:00:00.000000", "SalesOrderID": 49106}, {"TotalDue": 34960.7729, "OrderDate": "2003-05-01 00:00:00.000000", "SalesOrderID": 50232}, {"TotalDue": 55242.5107, "OrderDate": "2003-08-01 00:00:00.000000", "SalesOrderID": 51755}, {"TotalDue": 12594.0188, "OrderDate": "2004-02-01 00:00:00.000000", "SalesOrderID": 63237}, {"TotalDue": 25203.4404, "OrderDate": "2004-05-01 00:00:00.000000", "SalesOrderID": 69448}, {"TotalDue": 24144.5139, "OrderDate": "2003-11-01 00:00:00.000000", "SalesOrderID": 57070}]
